text,label
@JetBlue I think I have it selected already ☺️,neutral
@AmericanAir @dfwairport you 2 together are the best part of flying!,positive
@jetblue Vegas desk said JFK connect would b held 4 us and 26 others on our plane now staff at JFK says weather was problem. #epicfail,negative
@JetBlue thanks anyways @SouthwestAir has my back! Awesome rate &amp; amazing customer service #nomoreaggravation,neutral
.@SouthwestAir thx for the note. Flight was Cancelled Flightled and today is all booked so had to go with another carrier. :(,negative
@united How much is baggage check for International flights?,neutral
"@USAirways ruined our honeymoon by causing us to miss our international flight, and now we are stranded.",negative
@AmericanAir should reconsider #usairways acquisition. Flight 1843 AA gold flyers insulted by attendant for hanging jacket!,negative
@AmericanAir please dm me,neutral
@united When will email address/username sign-on be available? It's been a while.,negative
@USAirways @BohnJai they lost my bag @PHL baggage handlers broke open my bag and stole my camera,negative
"Noooo don't do it, please don't do it 😩RT @JetBlue: Our fleet's on fleek. http://t.co/lsxJI0oUvR”",negative
@SouthwestAir almost bumped me off my flight to HRL when I was 20 minutes early then your staff was rude when I asked what was the problem?,negative
.@AmericanAir @TyWinter it's really the small things--the details--that make an excellent experience or a really irritating one.,positive
@USAirways @British_Airways three hour flight delay. On the phone for 45min and counting.,negative
@USAirways charging $200 2 change a flight is a rip off the reason I have 2 is out of my hands &amp; I want 2 reschedule same flight but in July,negative
"@united Cancelled Flights your flight then sends you an email saying ""think about your next flight..."" #customer #outrage http://t.co/KkwiwI97A4",negative
"@SouthwestAir so, when your plane doesn't work the luxuries I paid for go away but you keep my money? I need that biz model.",negative
"@united THAT'S the tweet u choose to answer, to tell me you're not liable?! #youretheworst #neveragain",negative
@JetBlue do bags still fly for free anymore?,neutral
@USAirways not happening #worstairlineever also Marie Burroughs is the worst customer service rep ever #yourairlinesucks,negative
@JetBlue I was not allowed to drop my bag off for my flight that I was running 10min Late Flight for. Turns out it left over an hour Late Flight.,negative
@JetBlue I was returning from @FoodNetwork #SOBEWFF so I had limited carry on space in my tummy. Next flight I'll try that snack!,neutral
@SouthwestAir Thank you Thank you Thank you!!! My last attempt to win #DestinationDragons tickets was a success! I could not be happier!! :),positive
@USAirways you can thank supervisor Jeanine and her coworkers for the excellent customer service they provided,positive
@united Yes. Doesn't make that mistake any less absurd. Doesn't change the fact that I'm very inconveniently missing my luggage tonight.,negative
@AmericanAir Plane Veers Off Runway at Icy Dallas Airport http://t.co/DW6VDvqXBB,neutral
@JetBlue what is the Mosiac 800 #?,neutral
@SouthwestAir beautiful day in Seattle! http://t.co/iqu0PPVq2S,positive
@SouthwestAir safety back in Dallas!,neutral
@JetBlue thanks. We are ticketed on stand by for flight 1970. I hope we make it out. Fingers crossed,positive
#nothelpful MT @AmericanAir: Our call volume is extremely high today. Our apologies. Please continue contacting Reservations for assistance.,negative
@SouthwestAir I tried to return to orig booked flt. told overbooked.Gng to diff dest.Feel like we were switched on purpose bec of overbook.,negative
@AmericanAir they could be seen if your horrible customer service group would actually update the information! Never fly American again!,negative
"@USAirways Another twist in the plot. Took off from Miami, then had to return due to a unsecured cargo door. most stressful vacation ever.",negative
"@USAirways  Instead, the miles are credited to an account that i did not open
-- My request to merge the accounts is denied",negative
"@SouthwestAir doesn't charge ticket change fees. Do they not incur the same mysterious ""costs"" that you incur, @united?",negative
"@AmericanAir 3349, was supposed to be in little rock at 10am this morning.",negative
"@united it's 9:56, and the desk attendant stated we would ""sit awhile"" until given the all clear. Lack of communication seems to the norm.",negative
@united how do you go fr Silver Elite for two straight years to group 5 all the time?  I get no group 2 but maybe 3 or 4?  What's up?,neutral
@USAirways I've been waiting for desk for 45 and on hold 36min and counting...photo of desk agent on phone not flattering.,negative
@united has an United flight ever been on time. #americanisbetter,negative
"@AmericanAir Thanks, have emailed them. How long should I expect for a response?",positive
@united has it been 4-6hrs yet?,negative
@united you have a guy named Otis at ORD that knows what #customerservice is. he was able to get my bag to me. I upgraded just to be sure,positive
@AmericanAir would also like say kind move on adding the points !,positive
thanks to @USAirways my trip is all screwed up. Ive had to move meetings and a dinner and im STILL not out of nyc yet,negative
@united Late Flight crew into #btv last nite delayed todays flt. Will miss connection to #cun. Why do I have to play for hotel tonight in #ewr?,negative
@AmericanAir Err 2 hour wait time for the Exec. Plat. line?,negative
@united it's my 21st birthday and my sister is coming to celebrate but her flights keep Cancelled Flighting PLZ do all you can to get her here!!!!,negative
@united Please follow FAA guidelines regarding bumping. It is NOT acceptable to give a $300 voucher for an $800 fare when you've,negative
@USAirways now what? You Cancelled Flightled my flight again... Are you paying for my hotel?,negative
@AmericanAir help http://t.co/hYrAo7A4Uu,neutral
@JetBlue seriously? System down? No IT?,negative
@AmericanAir what's the status of flight 1357 out of sju?,neutral
@SouthwestAir my sister and her family had to drive 1200 miles because you did not accommodate a rebook in a timely manner! HORRIBLE,negative
@SouthwestAir @Imaginedragons please help me and my best friend get tickets to #DestinationDragons we have so much to thank them for....,neutral
@AmericanAir why do I have to wait for 2 hours to talk to someone when you changed my flight?,negative
"@USAirways US 728 Wait, now a gate opened. Back we go. (Good, maybe we can get off.)",neutral
@United line up @iah #IAH @AirlineGeeks #avgeek http://t.co/dJHXvJT201,neutral
@USAirways any plans to support #ApplePay on board? I have the USAirways MC and it would be nice to still use it if I forget the card.,neutral
@AmericanAir Are you expecting any delays out of #DFW tomorrow morning?,neutral
"@united to Late Flight now, but in future flights, train staff better to handle emergency situations, and ground staff in Customer Service",negative
@united UA1740 just admit you have no clue when flight will leave Denver. #unfriendlyskies,negative
"@USAirways I left my personal stuff on US4551 from PHL-BOS about an hour ago. Went baggage, was told plane left to call 800#",neutral
@USAirways 2 hours and counting waiting to get into a gate in Philadelphia. Just icing on the cake for a miserable flight experience,negative
@JetBlue yesterday's deal?,neutral
@USAirways so upset with customer service. I have a simple question and the phone system has disconnected me all day today and yesterday.,negative
@USAirways thanks so much!,positive
@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks,neutral
"@USAirways despite mechanical issues and many delays followed by a Cancelled Flightlation, still getting to Vegas thanks to great gate agents!",positive
@JetBlue probably not anymore.,neutral
@united They finally gave in a let him on. After they threatened to send him back to Vegas on coach. Thnx.,positive
"@USAirways sucks. Delayed my mom's flight 2X, Cancelled Flightled it, delayed her flight again today,all for mech. issues.She had 2 sleep in airport!",negative
@united It's a shame choosing #United may be the difference between reuniting with aging friends and never seeing them again #PoorService,negative
Yes but I will nvr fly w/ @USAirways I missed my con flight bc of a coffeemaker on FT1892 Couldn't see my father be4 they put him in a coma,negative
